Jurisdiction ID,Jurisdiction Name,County,Measure Name,Measure Year,Election Type,Election Date,Measure Type,Measure Topic,Threshold,Pass/Fail,Yes Votes,No Votes,Yes %,No %,Total Votes,Turnout Rate %
2405,Lawndale Elementary,Los Angeles,Measure EE,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Pass,4431,2849,60.9,39.1,7280,38.5
2405,Lawndale Elementary,Los Angeles,Measure L,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,9287,3342,73.5,26.5,12629,86.4
2406,Lennox,Los Angeles,Measure Q,2016,general,2016-11-08,GO Bond,Education,Two-thirds,Pass,4242,833,83.6,16.4,5075,88.8
2407,Little Lake City Elementary,Los Angeles,Measure LL,2022,general,2022-06-07,GO Bond,Education,Fifty-five,Pass,2638,1608,62.1,37.9,4246,52.1
2407,Little Lake City Elementary,Los Angeles,Measure EE,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,8041,2430,76.8,23.2,10471,
2408,Long Beach Unified,Los Angeles,Measure Q,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,76612,49551,60.7,39.3,126163,95.0
2408,Long Beach Unified,Los Angeles,Measure E,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,129757,43584,74.9,25.1,173341,92.6
2409,Los Angeles Unified,Los Angeles,Measure US,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,963329,452919,68.0,32.0,1416248,87.1
2409,Los Angeles Unified,Los Angeles,Measure RR,2020,general,2020-11-03,GO Bond,Education: Bonds,Fifty-five,Pass,1206406,490365,71.1,28.9,1696771,90.3
2410,Los Nietos,Los Angeles,Measure RU,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,3819,1435,72.7,27.3,5254,91.0
2410,Los Nietos,Los Angeles,Measure ST,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,3821,1407,73.1,26.9,5228,90.5
2410,Los Nietos,Los Angeles,Measure E,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,1300,386,77.1,22.9,1686,92.9
2410,Los Nietos,Los Angeles,Measure N,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,1285,383,77.0,23.0,1668,92.0
2411,Lynwood Unified,Los Angeles,Measure U,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,9368,5635,62.4,37.6,15003,93.9
2411,Lynwood Unified,Los Angeles,Measure N,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,12015,3069,79.7,20.3,15084,90.4
2411,Lynwood Unified,Los Angeles,Measure K,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,7719,5733,57.4,42.6,13452,
2412,Monrovia Unified,Los Angeles,Measure MM,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,8364,5005,62.6,37.4,13369,95.9
2413,Montebello Unified,Los Angeles,Measure GS,2016,general,2016-06-07,GO Bond,Education,Fifty-five,Pass,18658,5266,78.0,22.0,23924,51.5
2414,Mountain View Elementary,Los Angeles,Measure H,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,4840,2749,63.8,36.2,7589,74.2
2414,Mountain View Elementary,Los Angeles,Measure Z,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,1790,1805,49.8,50.2,3595,27.2
2414,Mountain View Elementary,Los Angeles,Measure M,2020,general,2020-03-03,GO Bond,Education: Bonds,Two-thirds,Pass,3202,1407,69.5,30.5,4609,34.9
2414,Mountain View Elementary,Los Angeles,Measure SS,2016,general,2016-11-08,GO Bond,Education,Two-thirds,Pass,7492,1168,86.5,13.5,8660,87.5
2414,Mountain View Elementary,Los Angeles,Measure W,2015,general,2015-04-14,GO Bond,Education,Two-thirds,Pass,16,2,88.9,11.1,18,
2416,Norwalk-La Mirada Unified,Los Angeles,Measure G,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,8940,6638,57.4,42.6,15578,93.6
2417,Palmdale Elementary,Los Angeles,Measure PRM,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,11370,8148,58.3,41.7,19518,92.5
2417,Palmdale Elementary,Los Angeles,Measure PSD,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,27437,7397,78.8,21.2,34834,92.0
2417,Palmdale Elementary,Los Angeles,Measure DD,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,22328,7834,74.0,26.0,30162,
2418,Palos Verdes Peninsula Unified,Los Angeles,Measure PV,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,8913,14439,38.2,61.8,23352,59.4
2419,Paramount Unified,Los Angeles,Measure Q,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,14681,4998,74.6,25.4,19679,92.4
2419,Paramount Unified,Los Angeles,Measure I,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,15684,2936,84.2,15.8,18620,91.4
2420,Pasadena Unified,Los Angeles,Measure R,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,60674,32228,65.3,34.7,92902,90.8
2420,Pasadena Unified,Los Angeles,Measure O,2020,general,2020-11-03,GO Bond,Education: Bonds,Fifty-five,Pass,65275,38296,63.0,37.0,103571,92.4
2421,Pomona Unified,Los Angeles,Measure UU,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,33173,13843,70.6,29.4,47016,93.7
2421,Pomona Unified,Los Angeles,Measure P,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,32705,9261,77.9,22.1,41966,91.2
2422,Rosemead Elementary,Los Angeles,Measure RS,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,1635,648,71.6,28.4,2283,90.8
2423,San Marino Unified,Los Angeles,Measure M,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,5213,2048,71.8,28.2,7261,98.0
2423,San Marino Unified,Los Angeles,Measure S,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,1801,2576,41.1,58.9,4377,51.6
2424,Santa Monica-Malibu Unified,Los Angeles,Measure MM,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,4663,2828,62.2,37.8,7491,12.5
2424,Santa Monica-Malibu Unified,Los Angeles,Measure QS,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,28473,16781,62.9,37.1,45254,75.7
2424,Santa Monica-Malibu Unified,Los Angeles,Measure M,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,5382,2194,71.0,29.0,7576,14.0
2424,Santa Monica-Malibu Unified,Los Angeles,Measure SMS,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,30052,11649,72.1,27.9,41701,77.3
2424,Santa Monica-Malibu Unified,Los Angeles,Measure ES,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,29874,14018,68.1,31.9,43892,
2425,Saugus Union,Los Angeles,Measure N,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Fail,27397,28746,48.8,51.2,56143,91.4
2425,Saugus Union,Los Angeles,Measure EE,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,11878,8473,58.4,41.6,20351,95.3
2426,South Pasadena Unified,Los Angeles,Measure SP,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,9357,2997,75.7,24.3,12354,95.0
2427,South Whittier Elementary,Los Angeles,Measure K,2024,general,2024-03-05,GO Bond,Education,Fifty-five,Pass,1446,1028,58.4,41.6,2474,28.5
2427,South Whittier Elementary,Los Angeles,Measure QS,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,5975,1253,82.7,17.3,7228,92.3
2428,Sulphur Springs Union,Los Angeles,Measure US,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,6152,8279,42.6,57.4,14431,44.6
2428,Sulphur Springs Union,Los Angeles,Measure CK,2012,general,2012-06-05,GO Bond,Education: Bonds,Fifty-five,Pass,4394,3071,58.9,41.1,7465,
2429,Temple City Unified,Los Angeles,Measure S,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,6454,3575,64.4,35.6,10029,
2430,Torrance Unified,Los Angeles,Measure T,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,21424,10689,66.7,33.3,32113,95.3
2430,Torrance Unified,Los Angeles,Measure U,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,19877,12138,62.1,37.9,32015,95.0
2432,West Covina Unified,Los Angeles,Measure ES,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,14299,4774,75.0,25.0,19073,91.7
2433,Westside Union Elementary,Los Angeles,Measure WR,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,16153,9696,62.5,37.5,25849,
2434,Whittier City,Los Angeles,Measure W,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,16868,8063,67.7,32.3,24931,93.3
2434,Whittier City,Los Angeles,Measure Z,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,14205,5424,72.4,27.6,19629,
2435,Whittier Union High,Los Angeles,Measure AA,2020,general,2020-11-03,GO Bond,Education: Bonds,Fifty-five,Pass,62880,29718,67.9,32.1,92598,91.7
2437,Wilsona Elementary,Los Angeles,Measure WE,2018,general,2018-11-06,GO Bond,Education,Two-thirds,Pass,1257,542,69.9,30.1,1799,87.4
2438,Compton Unified,Los Angeles,Measure AAA,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,13620,5728,70.4,29.6,19348,95.0
2438,Compton Unified,Los Angeles,Measure S,2015,general,2015-11-03,GO Bond,Education,Fifty-five,Pass,2762,2175,55.9,44.1,4937,
2439,Hacienda la Puente Unified,Los Angeles,Measure BB,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,26140,7824,77.0,23.0,33964,91.8
2440,Rowland Unified,Los Angeles,Measure R,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,17181,8284,67.5,32.5,25465,
2441,Walnut Valley Unified,Los Angeles,Measure WV,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,12402,6699,64.9,35.1,19101,91.6
2441,Walnut Valley Unified,Los Angeles,Measure O,2015,general,2015-11-03,GO Bond,Education,Fifty-five,Fail,2454,2140,53.4,46.6,4594,
2442,San Gabriel Unified,Los Angeles,Measure SG,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,8574,4368,66.2,33.8,12942,88.9
2443,Acton-Agua Dulce Unified,Los Angeles,Measure CK,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Fail,2103,2903,42.0,58.0,5006,87.3
2444,Manhattan Beach Unified,Los Angeles,Measure RLS,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,13545,6768,66.7,33.3,20313,95.4
2444,Manhattan Beach Unified,Los Angeles,Measure C,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,13510,5401,71.4,28.6,18911,96.1
2444,Manhattan Beach Unified,Los Angeles,Measure EE,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,12661,6129,67.4,32.6,18790,95.5
2445,Redondo Beach Unified,Los Angeles,Measure S,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,23777,11447,67.5,32.5,35224,92.4
2445,Redondo Beach Unified,Los Angeles,Measure Q,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,18786,10446,64.3,35.7,29232,
2446,Alhambra Unified,Los Angeles,Measure AE,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,22670,6745,77.1,22.9,29415,64.4
2446,Alhambra Unified,Los Angeles,Measure HS,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,29203,8831,76.8,23.2,38034,83.3
2447,Wiseburn Unified,Los Angeles,Measure EE,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,3170,2398,56.9,43.1,5568,106.7
2447,Wiseburn Unified,Los Angeles,Measure W,2018,general,2018-06-05,GO Bond,Education,Fifty-five,Fail,1631,1437,53.2,46.8,3068,51.2
2550,Lowell Joint,Los Angeles,Measure P,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Fail,8821,6789,56.5,43.5,15610,93.4
2550,Lowell Joint,Los Angeles,Measure LL,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Fail,10962,8982,55.0,45.0,19944,150.9
2560,Fullerton Joint Union High,Los Angeles,Measure L,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Fail,56162,41530,57.5,42.5,97692,93.7
2560,Fullerton Joint Union High,Los Angeles,Measure K,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,27538,30511,47.4,52.6,58049,50.0
2560,Fullerton Joint Union High,Los Angeles,Measure I,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,25415,17938,58.6,41.4,43353,94.0
2669,Snowline Joint Unified,Los Angeles,Measure J,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,9083,6531,58.2,41.8,15614,90.0
2669,Snowline Joint Unified,Los Angeles,Measure L,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Fail,3399,4040,45.7,54.3,7439,98.9
3055,Las Virgenes Unified,Los Angeles,Measure S,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,17296,9645,64.2,35.8,26941,94.3
3055,Las Virgenes Unified,Los Angeles,Measure V,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,11966,9969,54.6,45.4,21935,53.6
5242,Antelope Valley Community College,Los Angeles,Measure AV,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,87021,36997,70.2,29.8,124018,93.1
5245,Santa Clarita Community College,Los Angeles,Measure E,2016,general,2016-06-07,GO Bond,Education,Fifty-five,Pass,33605,23875,58.5,41.5,57480,51.4
5247,Compton Community College,Los Angeles,Measure CC,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,49343,22727,68.5,31.5,72070,92.0
5247,Compton Community College,Los Angeles,Measure C,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,20209,5570,78.4,21.6,25779,86.9
5248,El Camino Community College,Los Angeles,Measure E,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,129939,60417,68.3,31.7,190356,
5249,Glendale Community College,Los Angeles,Measure GCC,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,53373,23787,69.2,30.8,77160,89.8
5249,Glendale Community College,Los Angeles,Measure GC,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,49527,17639,73.7,26.3,67166,88.5
5250,Los Angeles Community College,Los Angeles,Measure LA,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,700587,423856,62.3,37.7,1124443,91.1
5250,Los Angeles Community College,Los Angeles,Measure CC,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,1196841,379513,75.9,24.1,1576354,89.4
5251,Pasadena Area Community College,Los Angeles,Measure PCC,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,87715,36539,70.6,29.4,124254,94.6
5252,Santa Monica Community College,Los Angeles,Measure SMC,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,23790,17422,57.7,42.3,41212,91.5
5252,Santa Monica Community College,Los Angeles,Measure V,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,30970,17497,63.9,36.1,48467,81.9
5254,Cerritos Community College,Los Angeles,Measure CC,2022,general,2022-11-08,GO Bond,Education,Fifty-five,Pass,51606,37994,57.6,42.4,89600,92.6
5254,Cerritos Community College,Los Angeles,Measure G,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,83524,35234,70.3,29.7,118758,
5255,Citrus Community College,Los Angeles,Measure Y,2020,general,2020-11-03,GO Bond,Education: Bonds,Fifty-five,Pass,54504,40011,57.7,42.3,94515,88.9
5257,Long Beach Community College,Los Angeles,Measure AC,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,127569,56524,69.3,30.7,184093,91.5
5257,Long Beach Community College,Los Angeles,Measure LB,2016,general,2016-06-07,GO Bond,Education,Fifty-five,Pass,66445,36599,64.5,35.5,103044,55.7
5258,Mt. San Antonio Community College,Los Angeles,Measure V,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,140570,112258,55.6,44.4,252828,90.2
5258,Mt. San Antonio Community College,Los Angeles,Measure GO,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,121406,73048,62.4,37.6,194454,91.5
5259,North Orange County Community College,Los Angeles,Measure J,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Fail,84780,69338,55.0,45.0,154118,93.8
5261,Rio Hondo Community College,Los Angeles,Measure RH,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,81316,43605,65.1,34.9,124921,90.3
9,San Diego County,San Diego,Measure G,2024,general,2024-11-05,Sales Tax,Transport: Roads,Majority,Fail,688922,701639,49.5,50.5,1390561,94.1
9,San Diego County,San Diego,Measure C,2024,general,2024-03-05,Property Tax,Transport: Roads,Two-thirds,Pass,38,19,66.7,33.3,57,0.0
9,San Diego County,San Diego,Measure A,2022,general,2022-11-08,Business Tax,General Services,Majority,Pass,563512,417402,57.4,42.6,980914,95.3
9,San Diego County,San Diego,Measure Z,2020,general,2020-11-03,Property Tax,Transport: Roads,Two-thirds,Fail,66,43,60.6,39.4,109,0.0
9,San Diego County,San Diego,Measure RR,2018,general,2018-11-06,Property Tax,Transport: Roads,Two-thirds,Fail,46,30,60.5,39.5,76,0.0
9,San Diego County,San Diego,Measure D,2018,general,2018-06-05,Property Tax,Revenues: Tax Repeal/Reduction/Limit,Majority,Pass,128,25,83.7,16.3,153,0.0
9,San Diego County,San Diego,Measure KK,2016,general,2016-11-08,Property Tax,Revenues: Tax Creation/Incr./Contin.,Two-thirds,Fail,44,36,55.0,45.0,80,0.0
9,San Diego County,San Diego,Measure A,2016,general,2016-11-08,Sales Tax,Transport,Two-thirds,Fail,720158,513646,58.4,41.6,1233804,95.6
9,San Diego County,San Diego,Measure S,2014,general,2014-11-04,Property Tax,Revenues: Tax Creation/Incr./Contin.,Two-thirds,Fail,27,15,64.3,35.7,42,0.0
610,City of Chula Vista,San Diego,Measure P,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,81009,29361,73.4,26.6,110370,94.6
610,City of Chula Vista,San Diego,Measure Q,2018,general,2018-11-06,Business Tax,General Services,Majority,Pass,48607,26965,64.3,35.7,75572,94.1
610,City of Chula Vista,San Diego,Measure A,2018,general,2018-06-05,Sales Tax,Safety,Majority,Pass,21126,19070,52.6,47.4,40196,50.1
610,City of Chula Vista,San Diego,Measure P,2016,general,2016-11-08,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,64704,29845,68.4,31.6,94549,96.2
629,City of Coronado,San Diego,Measure F,2012,general,2012-11-06,Transient Occupancy Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,4824,3200,60.1,39.9,8024,
643,City of Del Mar,San Diego,Measure M,2024,general,2024-11-05,Transient Occupancy Tax,General Services,Majority,Pass,1866,743,71.5,28.5,2609,94.6
643,City of Del Mar,San Diego,Measure Q,2016,general,2016-11-08,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,1732,871,66.5,33.5,2603,70.4
658,City of El Cajon,San Diego,Measure J,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,22631,10663,68.0,32.0,33294,91.9
658,City of El Cajon,San Diego,Measure P,2022,general,2022-11-08,Sales Tax,General Services,Majority,Fail,8302,12806,39.3,60.7,21108,87.6
665,City of Encinitas,San Diego,Measure K,2024,general,2024-11-05,Sales Tax,General Services,Majority,Fail,17492,18884,48.1,51.9,36376,95.6
665,City of Encinitas,San Diego,Measure L,2022,general,2022-11-08,Business Tax,General Services,Majority,Pass,19519,10461,65.1,34.9,29980,94.8
667,City of Escondido,San Diego,Measure I,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,32802,20863,61.1,38.9,53665,95.7
667,City of Escondido,San Diego,Measure E,2022,general,2022-11-08,Sales Tax,General Services,Majority,Fail,18155,18602,49.4,50.6,36757,89.7
723,City of Imperial Beach,San Diego,Measure R,2022,general,2022-11-08,Transient Occupancy Tax,General Services,Majority,Pass,3904,1892,67.4,32.6,5796,94.5
723,City of Imperial Beach,San Diego,Measure I,2020,general,2020-11-03,Sales Tax,General Services,Majority,Pass,7273,3084,70.2,29.8,10357,95.0
740,City of La Mesa,San Diego,Measure L,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,23073,5284,81.4,18.6,28357,95.2
740,City of La Mesa,San Diego,Measure V,2018,general,2018-11-06,Business Tax,General Services,Majority,Pass,15862,5789,73.3,26.7,21651,86.5
759,City of Lemon Grove,San Diego,Measure T,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,7503,2977,71.6,28.4,10480,94.8
759,City of Lemon Grove,San Diego,Measure J,2020,general,2020-11-03,Business Tax,General Services,Majority,Pass,8439,3299,71.9,28.1,11738,86.1
759,City of Lemon Grove,San Diego,Measure S,2020,general,2020-03-03,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Fail,2756,3723,42.5,57.5,6479,47.5
816,City of National City,San Diego,Measure R,2024,general,2024-11-05,Property Tax,General Services: Maintenance,Majority,Fail,5192,10145,33.9,66.1,15337,93.4
816,City of National City,San Diego,Measure D,2014,general,2014-11-04,Sales Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,4355,1993,68.6,31.4,6348,91.7
828,City of Oceanside,San Diego,Measure X,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,55360,24104,69.7,30.3,79464,95.9
828,City of Oceanside,San Diego,Measure M,2020,general,2020-11-03,Business Tax,General Services,Majority,Pass,51548,31887,61.8,38.2,83435,93.5
828,City of Oceanside,San Diego,Measure X,2018,general,2018-11-06,Sales Tax,General Services,Majority,Pass,34133,27166,55.7,44.3,61299,94.0
902,City of San Diego,San Diego,Measure E,2024,general,2024-11-05,Sales Tax,General Services,Majority,Fail,284940,288446,49.7,50.3,573386,93.9
902,City of San Diego,San Diego,Measure C,2016,general,2016-11-08,Transient Occupancy Tax,Facilities: Sports Facilities,Two-thirds,Fail,237597,306887,43.6,56.4,544484,97.9
902,City of San Diego,San Diego,Measure D,2016,general,2016-11-08,Transient Occupancy Tax,Facilities: Convention Centers,Two-thirds,Fail,211739,303144,41.1,58.9,514883,92.6
902,City of San Diego,San Diego,Measure N,2016,general,2016-11-08,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,351088,160109,68.7,31.3,511197,91.9
914,City of San Marcos,San Diego,Measure Q,2024,general,2024-11-05,Sales Tax,General Services,Majority,Pass,24411,15977,60.4,39.6,40388,95.9
932,City of Santee,San Diego,Measure S,2024,general,2024-11-05,Sales Tax,Safety: Multiple Emergency Services,Majority,Fail,13675,14992,47.7,52.3,28667,94.9
932,City of Santee,San Diego,Measure U,2012,general,2012-11-06,Transient Occupancy Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,12876,9776,56.8,43.2,22652,
945,City of Solana Beach,San Diego,Measure S,2022,general,2022-11-08,Sales Tax,General Services,Majority,Pass,4363,2178,66.7,33.3,6541,96.5
988,City of Vista,San Diego,Measure AA,2018,general,2018-11-06,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,14210,12787,52.6,47.4,26997,86.5
988,City of Vista,San Diego,Measure Z,2018,general,2018-11-06,Business Tax,Revenues: Tax Creation/Incr./Contin.,Majority,Pass,14900,12789,53.8,46.2,27689,88.7
2674,Alpine Union Elementary,San Diego,Measure U,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Fail,4127,6356,39.4,60.6,10483,93.4
2674,Alpine Union Elementary,San Diego,Measure H,2012,general,2012-06-05,GO Bond,Education: Bonds,Fifty-five,Fail,1933,2592,42.7,57.3,4525,
2675,Borrego Springs Unified,San Diego,Measure GG,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,835,424,66.3,33.7,1259,95.3
2676,Cajon Valley Union,San Diego,Measure W,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Fail,31992,29182,52.3,47.7,61174,90.2
2676,Cajon Valley Union,San Diego,Measure T,2020,general,2020-11-03,GO Bond,Education: Bonds,Fifty-five,Fail,36822,32295,53.3,46.7,69117,92.4
2676,Cajon Valley Union,San Diego,Measure L,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,16598,19552,45.9,54.1,36150,48.3
2676,Cajon Valley Union,San Diego,Measure EE,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,30406,22787,57.2,42.8,53193,91.4
2676,Cajon Valley Union,San Diego,Measure C,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Fail,13382,13884,49.1,50.9,27266,89.6
2676,Cajon Valley Union,San Diego,Measure C,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,29048,20834,58.2,41.8,49882,
2677,Cardiff Elementary,San Diego,Measure GG,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,3994,2063,65.9,34.1,6057,93.7
2678,Chula Vista Elementary,San Diego,Measure AA,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,76517,47459,61.7,38.3,123976,92.1
2678,Chula Vista Elementary,San Diego,Measure M,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Pass,36363,29247,55.4,44.6,65610,44.7
2678,Chula Vista Elementary,San Diego,Measure VV,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,59235,28199,67.7,32.3,87434,93.8
2678,Chula Vista Elementary,San Diego,Measure E,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,36265,16434,68.8,31.2,52699,
2679,Coronado Unified,San Diego,Measure E,2014,general,2014-06-03,GO Bond,Education,Fifty-five,Fail,2275,3141,42.0,58.0,5416,88.3
2680,Dehesa Elementary,San Diego,Measure Y,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Fail,510,774,39.7,60.3,1284,93.4
2680,Dehesa Elementary,San Diego,Measure U,2020,general,2020-11-03,GO Bond,Education: Bonds,Fifty-five,Fail,492,814,37.7,62.3,1306,93.6
2680,Dehesa Elementary,San Diego,Measure D,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Pass,562,443,55.9,44.1,1005,
2681,Del Mar Union Elementary,San Diego,Measure MM,2018,general,2018-11-06,GO Bond,Education,Fifty-five,Pass,11771,7481,61.1,38.9,19252,90.8
2681,Del Mar Union Elementary,San Diego,Measure CC,2012,general,2012-11-06,GO Bond,Education: Bonds,Fifty-five,Fail,9699,8170,54.3,45.7,17869,
2682,Encinitas Union Elementary,San Diego,Measure Z,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Pass,24167,18347,56.8,43.2,42514,93.1
2683,Escondido Union,San Diego,Measure Q,2020,general,2020-03-03,GO Bond,Education: Bonds,Fifty-five,Fail,21723,18707,53.7,46.3,40430,54.4
2683,Escondido Union,San Diego,Measure E,2014,general,2014-11-04,GO Bond,Education,Fifty-five,Pass,18615,14072,56.9,43.1,32687,95.5
2686,Fallbrook Union High,San Diego,Measure BB,2024,general,2024-11-05,GO Bond,Education,Fifty-five,Fail,10761,10870,49.7,50.3,21631,94.7
2686,Fallbrook Union High,San Diego,Measure AA,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,11279,6145,64.7,35.3,17424,96.1
2687,Grossmont Union High,San Diego,Measure BB,2016,general,2016-11-08,GO Bond,Education,Fifty-five,Pass,105700,70458,60.0,40.0,176158,92.7
2691,La Mesa-Spring Valley,San Diego,Measure V,2020,general,2020-11-03,GO Bond,Education: Bonds,Fifty-five,Pass,42311,24497,63.3,36.7,66808,94.0
